,id,name,city,wifi,seat,quiet,tasty,cheap,music,url,address,latitude,longitude,limited_time,socket,standing_desk,mrt,open_time
386,1ab12373-e014-4fa6-8eae-0a2bdce4159f,Art a New,taichung,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/aNew.Art/?fref=ts,台中市西區精誠五街32號,24.15511400,120.65770800,no,yes,yes,,14:00-02:00
387,1abc4c2c-f7d6-45b8-853d-02857d0b81e8,Kingmauii Coffee 金茂宜咖啡 文濱店,kaohsiung,2.5,4.0,3.0,4.5,4.0,3.0,,83048高雄市鳳山區文濱路186號1樓,22.64421800,120.35006900,yes,no,no,,
388,1abca3a0-4afd-4b8d-b13c-87a2d4d56608,易易茶室,kaohsiung,5.0,4.0,5.0,5.0,5.0,5.0,,高雄市苓雅區海邊路55號,22.61935520,120.29325760,maybe,yes,no,,
389,1acae5d0-8657-45da-8866-40359ce00b10,KONZY KAVA,taipei,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/KONZY-KAVA-111546416856016/,台北市中山區長春路327巷5號,25.05518560,121.54370750,maybe,yes,yes,南京復興站,詳細訊息依粉專公告為準
390,1ad9ecca-1cd3-4392-88d1-edd2e8e95aa8,一瓣心香,taichung,5.0,5.0,4.0,5.0,5.0,5.0,https://www.facebook.com/%E4%B8%80%E7%93%A3%E5%BF%83%E9%A6%99-%E9%99%B6%E8%97%9D%E5%92%96%E5%95%A1%E8%8C%B6%E9%A3%B2-205314062830149/,台中市大甲區文武路119號,24.34757310,120.62191880,no,maybe,no,,
391,1afe64b3-16a1-4f64-b11b-349e2b646739,Miss May Cafe,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,寶強路5號,24.97907160,121.54294280,no,maybe,yes,大坪林、七張,
392,1b1aac6a-23fc-4fc5-9f4c-da4bf76aab2e,岩戸珈琲店 Iwato Coffee ,taipei,0.0,0.0,0.0,0.0,0.0,0.0,https://www.iwato-coffee.com/,台北市大同區承德路三段233號,25.07069400,121.51874700,,no,no,,
393,1b27b22d-e3e1-41aa-8147-0a7298e690c6,宸品咖啡,taipei,0.0,4.5,3.5,5.0,5.0,2.5,https://www.facebook.com/%E5%AE%B8%E5%93%81%E5%92%96%E5%95%A1-472800089434228/,台北市和平東路一段226號,25.02608440,121.53228240,no,no,no,,
394,1b2a2f3e-0a57-4dc1-b0e8-2c1ee8c683f3,香織咖啡后里店,taichung,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/kaorikafe,成功路473號,24.30345710,120.71381370,no,yes,yes,,7：00-17：00
395,1b3164dc-1362-4c44-81da-2c6ed05e3682,14g 光華店,kaohsiung,4.0,5.0,4.0,5.0,5.0,5.0,,802高雄市苓雅區光華一路315號,22.62637890,120.31445820,no,yes,no,,
396,1b4551de-d212-4639-ae95-5e9f726612ef,坊呼咖啡 Fun hoster,taichung,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/funhoster,台中市西區大和路71號,24.14997710,120.66751580,,,,,週一、三：11:00-18:00 四五六日：11:00 - 21:00 週二公休
397,1b477be8-ae09-405c-b0c4-fa6483a345f0,羅爵咖啡,taipei,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/rogercafe777,台北市大安區基隆路二段151-1號,25.02618580,121.55487490,,,,,
398,1b49ecaa-35ba-49f2-8837-12b78cb5f712,老木咖啡,taipei,5.0,4.0,4.0,4.0,3.0,5.0,https://www.facebook.com/cafepachamama/?fref=ts,台北市大安區和平東路三段119巷11號,25.02552100,121.55166850,no,maybe,yes,"六張犁站步4分/公車站""全安里""""和平安和路口""步2分, ""成功國宅""""喬治商職""步6分/YouBike""捷運六張犁站""站步4分, ""敦化南路二段103巷口""站步8分",
399,1b52d379-7025-47ab-88b7-b8e4eb103ab3,人性空間 新生南路店,taipei,4.0,3.0,3.0,3.0,4.0,4.0,https://www.facebook.com/humanspace123/about/?ref=page_internal,台北市大安區新生南路三段60巷7號一樓,25.02021100,121.53337400,no,yes,no,台電大樓/公館,"11:30 - 23:00
"
400,1b53da94-31d9-40ea-b585-d77b502d97c4,TINA咖啡(中正店),taoyuan,1.5,3.5,3.0,3.5,3.5,3.5,,桃園市中正路1029號,25.01511680,121.29876610,,,,,
401,1b5ed511-19ef-4861-8ef9-35c818fa561e,Biking16/ 單車旅人,changhua,4.0,5.0,4.0,5.0,5.0,5.0,https://www.facebook.com/biking16Taiwan/,彰化市城中街16號,24.07900290,120.54117250,yes,maybe,no,,
402,1b6057eb-fc7f-4718-9236-3674639d9470,158咖啡香,taichung,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/158aromatic/,406台中市太平區長龍路一段158號,24.13095230,120.74156310,no,yes,yes,,過年期間有營業
403,1bc123d6-d975-48cd-ac1e-40c529e610db,短短_DuanDuan_貓咪中途之家咖啡廳,taipei,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/%E7%9F%AD%E7%9F%AD_DuanDuan_%E8%B2%93%E5%92%AA%E4%B8%AD%E9%80%94%E4%B9%8B%E5%AE%B6%E5%92%96%E5%95%A1%E5%BB%B3-928047737540234/,新北市板橋區仁化街64巷16號,25.03136290,121.47577200,no,maybe,no,捷運江子翠站5號出口,
404,1bc51fea-4bee-46a0-88b6-4a9b830392e6,4.5公里咖啡,taitung,0.0,4.0,4.0,3.0,3.0,2.0,,台東縣池上鄉3鄰33號,23.08534490,121.22190530,no,,,,不定休
405,1bd05da1-5ded-48a8-a126-db3a67dc662e,Louisa 明德店,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,台北市北投區明德路119號,25.10986270,121.51986540,,,,,
406,1bf5e0b9-865d-4ecb-9c95-d94c13aeca64,313 咖啡魔豆屋,taipei,4.0,4.0,4.0,5.0,5.0,4.5,https://www.facebook.com/313caffe/,台北市信義區基隆路二段19-1號,25.03211850,121.55926860,no,maybe,yes,世貿/101大樓站,週一至週五7:45-17:00 週六 12:00-17:00
407,1bfbd693-2ed6-418f-9292-0d0be5d1be4a,LAIFA Coffee Bar - 來發咖啡吧,taipei,5.0,5.0,3.0,5.0,5.0,5.0,https://www.facebook.com/LAIFACoffeeBarMan/,新北市樹林區中華路80號-1,24.98121200,121.41914230,no,yes,yes,板南-永寧/亞東,10:00-22:00
408,1c203319-7a05-454a-a77f-783a6c6ff434,瑪吉咖啡(已歇業),taipei,2.0,5.0,3.0,2.0,2.0,4.0,,台北市大同區承德路三段239號,25.07101200,121.51874000,no,maybe,no,,
409,1c2f6848-d42f-4a6e-9d76-d36470b397fc,初咖啡,taichung,0.0,5.0,5.0,5.0,4.0,5.0,https://www.facebook.com/OriginShalu,台中市沙鹿區四平街43之1號,24.23373570,120.56002070,no,no,no,,
410,1c6edabb-26ce-4d3d-aeea-23a3256687c6,黑沃咖啡-高工店,taichung,5.0,4.0,3.0,5.0,3.0,5.0,https://www.hwcroasters.com/,台中市南區高工路371號,24.11435360,120.66736530,no,maybe,no,,
411,1c7b8473-906a-4ec6-993b-cfa28be1be50,星巴克-雲和門市,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,106台北市大安區師大路74號,25.02355900,121.52819600,no,maybe,no,,
412,1cc09415-5c6e-48da-ab71-c571877b6e1c,秋瀾號,changhua,0.0,5.0,4.0,5.0,4.0,5.0,,彰化縣員林市大同路二段129巷27弄6號,23.96818440,120.57685090,,,,,
413,1cc1269d-fbca-488a-855e-2778a811fa40,學院便利電,kaohsiung,2.0,5.0,2.0,3.0,3.0,2.0,https://www.facebook.com/SCPGJ/,高雄市楠梓區高雄大學路700號,22.73286670,120.28720730,,no,yes,,
414,1cc7b88c-7010-47cf-ba2e-ac4c6e6293c9,Am1 CAFE,changhua,0.0,5.0,5.0,5.0,5.0,4.0,https://www.facebook.com/AM1CafeChanghua/?fref=ts,彰化市建寶街1-21號,24.06946140,120.54596610,no,maybe,yes,,8:30 - 18:30
415,1cd29358-ad4e-4886-8230-ff38223bf5e3,老故事 The Goose,nantou,5.0,5.0,5.0,4.0,4.0,5.0,https://www.facebook.com/pulithegoose/,南投縣埔里鎮中山路二段436號,23.96453400,120.96514000,maybe,maybe,no,,
416,1cf90ed5-a6f6-4843-95b2-fd21a16e630f,Easy Coffee(台北市康復之友協會附設咖啡坊),taipei,5.0,3.0,4.0,5.0,4.0,5.0,https://www.facebook.com/easycoffeetpmra/,台北市中正區忠孝東路一段58號B1(捷運善導寺站內部6號出口下方,25.04502450,121.52310570,,,,,公平貿易Faircafe聯盟
417,1cfba809-1ffb-4328-a2cd-fab36ae7b58f,COFE 喫茶咖啡,taipei,5.0,5.0,4.0,4.0,3.0,5.0,,103台北市大同區迪化街一段 248號2樓,25.06010220,121.50931200,yes,maybe,yes,大橋頭站,
418,1d0536d4-b36c-431b-8f98-ae356806d43c,季洋莊園咖啡隨行吧民族店,kaohsiung,3.0,5.0,2.0,4.0,5.0,4.0,https://www.facebook.com/pages/%E5%AD%A3%E6%B4%8B%E8%8E%8A%E5%9C%92%E5%92%96%E5%95%A1%E9%9A%A8%E8%A1%8C%E5%90%A7%E6%B0%91%E6%97%8F%E5%BA%97/192027707635318?ref=stream,高雄市新興區民族二路65-1號,22.63139710,120.31299300,,,,文化中心/信義國小,
419,1d11654b-aa29-4cc1-9af4-70f0246225a4,暮光咖啡／Twilight Cafe,taipei,4.5,4.5,3.5,4.0,4.5,3.5,https://www.facebook.com/暮光咖啡Twilight-Cafe-1665415867046976/,台北市大安區仁愛路四段300巷26弄11號,25.03598500,121.55385100,no,yes,no,"信義安和站1號出口步4分/公車站""捷運信義安和站(安和)""""仁愛國中""步3分, ""仁愛國泰醫院""步4分/YouBike""仁愛安和路口""站步4分, ""捷運信義安和站(1號出口)""""捷運信義安和站(4號出口)""步5分",
420,1d4357e4-170c-4ff9-8fe6-e158c5f0406a,旅沐豆行,taichung,5.0,5.0,5.0,5.0,5.0,5.0,https://m.facebook.com/CoffeeRemus.ShanXi/?locale2=zh_TW,台中市北區山西路二段236號,24.17454100,120.67651500,,maybe,yes,,
421,1d704f83-3988-4d21-801a-5640673117f0,ARA  coffee co,tainan,0.0,0.0,0.0,0.0,0.0,0.0,,台南市安平區 健康三街107巷7號旁貨櫃屋,22.98750500,120.16820700,,,,,
422,1d715a3c-24a1-45e6-ba10-8844b43998ef, Hollatte馥拿鐵,hsinchu,4.0,3.0,3.0,5.0,5.0,5.0,https://www.facebook.com/Hollatte/?ref=ts&fref=ts,新竹市東區金山七街70號,24.77732800,121.01988500,no,maybe,yes,,Hours 9:00 - 18:00
423,1d795730-565c-4205-a2c4-a8ea643d510e,山时作Sence Project,taichung,5.0,5.0,2.0,0.0,2.0,5.0,,台中市南區復興路三段362號,24.13344050,120.68166220,no,no,yes,,
424,1d9c9a79-710e-4dfb-a5cd-9b7541e8ee4f,ONE MO cafe,taoyuan,0.0,0.0,0.0,0.0,0.0,0.0,,桃園市楊梅區萬大路152巷15號,24.90922900,121.17820410,,,,,
425,1d9e7ff2-b0fc-4fa1-b264-cb586e193621,82mm cafe,taichung,5.0,5.0,4.0,5.0,4.0,4.0,https://www.facebook.com/82mmCafe,台中市北區三民路三段66號,24.14781390,120.68350920,no,yes,yes,,
426,1dddfbf9-eca4-45c2-82c4-87921a4c5663,Drink Eat Coffee 君飲咖啡,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,231新北市新店區二十張路40-1號,24.98139910,121.53797260,,,,,
427,1ded8411-cb96-4988-9c77-7bb33da72f29,去化妝室吧 go to the toilet,taichung,5.0,5.0,5.0,5.0,5.0,5.0,www.facebook.com/gototheloo,台中市東區復興路四段20巷11號,24.13424210,120.68380560,no,maybe,no,,
428,1e2b4f2b-54df-4eb3-a096-8667ed0b37bc,哈瓦那(中壢悅讀館),taoyuan,5.0,4.0,4.0,4.0,5.0,5.0,https://www.facebook.com/harwanaread/,桃園市中壢區慈惠三街157巷6號,24.96457480,121.22513410,no,yes,no,,
429,1e48f4fa-8a3a-4616-9b80-ce811185dacf,簡單咖啡,chiayi,0.0,5.0,5.0,3.0,5.0,4.0,https://www.facebook.com/cafesimplecafe/,嘉義市民權路55號,23.48412590,120.46305290,no,maybe,no,,
430,1e5229c9-1169-404a-a3e0-1a0e643ec15f,聽見花開咖啡館 ,kaohsiung,4.0,5.0,5.0,3.0,3.0,4.0,,高雄市楠梓區土庫路283號,22.74037450,120.32950420,,,,,
431,1e6b0067-9389-41d0-bfd3-4fef2f3ca7ce,Merci créme,taipei,5.0,3.5,3.5,3.0,3.0,4.5,https://www.facebook.com/mercicreme/,新北市板橋區漢生東路43巷34號,25.01766200,121.46651400,,,,,
432,1eb93783-85a9-4184-aa74-3b0baf54939d,珈琲花,hualien,4.0,3.0,4.0,4.0,3.0,5.0,https://www.facebook.com/caffefiore2014/,花蓮市忠孝街79號,23.97497620,121.60556760,no,,no,,13:30-21:00 公休日:每周三
433,1ec643bc-55c9-4840-a566-2e7bc62ec0eb,行板 Andante,changhua,5.0,5.0,5.0,5.0,4.5,5.0,https://www.facebook.com/andantechw/,彰化市永安街208巷32號 ,24.08819290,120.54532500,no,yes,no,,以分計費，第一小時60元，之後一分鐘1塊錢，三小時後不再計費。  店裡有書，有當期的藝文雜誌，有wifi有插座，有黑咖啡和幾款飲品任你喝。 另外提供加價購的其他飲品和點心。  可用外食，但垃圾請帶走，不然會酌收20元清潔費喔!
434,1edabf40-9dd8-4a8e-89fa-d0d48983536b,豐咖啡五結店,yilan,0.0,5.0,5.0,5.0,4.0,5.0,,宜蘭縣五結鄉中興路3段115號,24.69274480,121.77027770,,,,,
435,1edc25fb-5182-4497-ab9d-8b73f57d3de7,舞動人咖啡蛋糕坊,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,103台北市大同區迪化街一段21號,25.05466300,121.51036450,,,,,
436,1eedae3c-4edd-4310-8f4e-28a9bdf2799e,沙貝葉,taipei,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/SapereCafe/?fref=ts,新北市淡水區新民街196號,25.17944230,121.43644570,,,,,週二至週日13:30-22:30
437,1f0092fd-60b2-47ed-b7a0-fee25bf43e42,J café,taoyuan,5.0,4.0,4.0,4.0,5.0,5.0,,桃園區力行路255巷2號,24.99997130,121.29928350,maybe,yes,no,,
438,1f0599af-cfef-49c7-9b42-603810444b63,洛恩米薩克 Roen Misak,taitung,0.0,0.0,0.0,0.0,0.0,0.0,,959台東縣東河鄉號,23.06917220,121.28552490,no,maybe,yes,,
439,1f29c528-7df4-49e9-8be8-580bdc7f0445,甘木赤水咖啡館,hsinchu,5.0,5.0,5.0,5.0,4.0,4.0,,新竹市東區食品路177巷43號,24.79586240,120.97664780,no,maybe,yes,,
440,1f35f58a-6cb1-4921-9e1e-dcedb5c90ad4,森夜咖啡 Café de Minuit,taipei,3.0,5.0,4.0,4.5,3.5,4.5,https://www.facebook.com/cafe.minuit/,台北市大安區金山南路二段141巷1號,25.02966780,121.52682960,no,maybe,no,,
441,1f59f0b3-e320-47cd-864c-be8a36c9ae72,東二巷咖啡,kaohsiung,5.0,5.0,5.0,5.0,5.0,3.0,https://www.facebook.com/arashi1986/,台南市後壁區長安里中寮35-5號,23.33173600,120.35872700,no,maybe,yes,南崗山站,
442,1f5b48c7-66a5-47ab-8a56-6b6f6ebc4581,溫叨CAFE,taipei,3.0,5.0,3.5,4.0,3.0,4.0,https://www.facebook.com/wendaocafe/,台北市中正區新生南路一段162號,25.03453560,121.53249580,no,yes,yes,大安森林公園站,
443,1f65d6de-2f73-4f04-9b92-8ce2ac9b6156,福斯咖啡,yunlin,0.0,0.0,0.0,0.0,0.0,0.0,https://m.facebook.com/758892514154266/,632雲林縣虎尾鎮中正路396號,23.70297320,120.42792110,maybe,maybe,yes,,
444,1f690c42-6937-4af6-b6f5-4a33ded03322,樓梯好陡 Steep Stairs,taipei,5.0,5.0,5.0,4.0,5.0,5.0,https://www.facebook.com/steepstairs/,台北市大同區寧夏路92號2樓,25.05854980,121.51491510,no,no,no,, 老闆娘晚間彈性打烊
445,1f6c0c43-6816-4359-b751-6dfb4337ff04,Cafetaster咖啡嗜者,taipei,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/Cafetaster,台北市大安區雲和街72巷1號,25.02343500,121.53005700,,,,,
446,1f7bf985-6608-40cb-9e81-9b96b6b726eb,阿信咖啡館,keelung,0.0,4.0,3.0,4.0,5.0,4.0,,基隆市仁愛區愛五路3號,25.12798480,121.74512790,,,,,
447,1f7ddfa3-3352-4d1c-892a-0a7762ba94f6,好林珈琲,kaohsiung,0.0,0.0,0.0,0.0,0.0,0.0,,高雄市旗山區民權二街13號,0.00000000,0.00000000,,,,,
448,1f7ed5e5-49a9-4679-9834-6fed402f82fa,Middle Name coffee & space,taipei,0.0,4.0,3.0,4.0,4.0,4.0,https://www.facebook.com/middlenamecoffee,103台北市大同區南京西路18巷10號,25.05152820,121.52015040,maybe,yes,yes,,
449,1f824006-d6e2-45d1-9ae5-df920eaef452,鉄工咖啡館/千層蛋糕,tainan,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/strongironcoffee,701台南市東區裕豐街105號,22.98655090,120.22685410,maybe,maybe,yes,,
450,1f89a138-f86b-4435-a755-0910a74ef023, 11 Cafe',taipei,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/11Cafe,台北市信義區忠孝東路四段553巷12號,25.04256200,121.56288300,,,,,
451,1fa5c519-1756-4e40-bef1-2449b03fd4b0,VWIII 草悟道 (VWI台中),taichung,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/VWIBYCHADWANG,台中市台灣大道二段401號,24.15559410,120.66208460,no,no,,,
452,1facf65d-ca9b-4f93-a49f-5d6a5b31532a,Bo+Caffe 板橋介壽店,taipei,4.0,4.0,3.5,3.5,4.0,4.0,https://www.facebook.com/ifreecafeNo4/,新北市板橋區介壽街28號,25.02009500,121.46786000,,,yes,"新埔站2號出口步6分/公車站""致理科技大學""步3分/YouBike""中山國中""站步3分, ''捷運新埔站(2號出口)''站步5分",
453,1fb1e30a-8383-4004-8680-38dca7c212c0,Under The Rose Cafe ,taichung,0.0,0.0,0.0,0.0,0.0,0.0,,406台中市北屯區梅川東路四段98號,24.17415310,120.68003790,no,maybe,no,,
454,1fc91fe3-61b5-4269-8af8-5ddb1ffe1ff3,杜克咖啡,taipei,5.0,5.0,5.0,5.0,4.0,4.0,https://www.facebook.com/pages/category/Restaurant/%E6%9D%9C%E5%85%8BDuke-CoffeeBrunch%E5%92%96%E5%95%A1%E9%A4%A8-128845484626073/,新北市蘆洲區中央路151號,25.08465890,121.47238880,,,,,
455,1fd67502-e133-4f0d-97ef-28dbdc7e4538,多一點咖啡,pingtung,0.0,3.0,0.0,0.0,3.0,0.0,https://www.facebook.com/more9395/,屏東縣屏東市民權路93-95號,22.67359500,120.49223900,maybe,no,no,,
456,20062978-4966-4787-9a93-a0d9d1594530,巢 nido,taipei,5.0,4.5,5.0,5.0,4.0,4.5,https://www.facebook.com/pg/nidofordreamers/about/?ref=page_internal,台北市信義區忠孝東路五段183號2樓,25.04124740,121.56915750,no,yes,yes,市政府,大約 2pm-12am   公休日：每月6、16、26日及不定休
457,201a1f0a-7992-4b5c-9516-92962809e089,路易莎新月橋店,taipei,4.0,4.0,4.0,4.0,5.0,5.0,https://www.facebook.com/louisa.bridge.coffee/,新北市新莊區新泰路2-21號,25.03219380,121.45024640,no,maybe,yes,,可包場
458,202320a8-d1a9-4770-9ca1-64af20773609,片場咖啡 Film Studio Cafe,taipei,4.0,4.5,3.5,4.5,4.0,4.5,https://www.facebook.com/FilmStudioCafe/,台北市大安區新生南路3段70巷6號,25.01966980,121.53327580,no,maybe,no,"公館站3號出口步8分, 台電大樓站2號出口步7分/公車站""台大""步2分, ""台電大樓""步5分/YouBike""羅斯福新生南路口""""辛亥新生路口""站步5分",
459,2032d170-a01d-4aaa-90c5-e49088009c42,著·咖啡 Draw Coffee 東門店,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,106台北市大安區金山南路二段15號,25.03342860,121.52736040,,,,,
460,204498f6-ba66-4a66-90ef-c85b08a1a8dd,布蕾咖啡 Cafe Brûlée,hsinchu,4.5,3.0,3.0,4.0,3.5,4.0,https://www.facebook.com/BruLeeCafe/,新竹市東區長春街64巷2號,24.78612860,121.01502910,maybe,maybe,no,,9:00 - 21:00
461,204d73c8-cd30-4532-bb49-1c69a827262f,天島咖啡TenshimaCafe,taipei,5.0,4.0,2.0,4.0,3.0,4.0,https://www.facebook.com/tenshimacafe/,台北市文山區羅斯福路六段311號,24.99401950,121.54139700,maybe,yes,no,景美,週日公休
462,20930a68-420f-4335-9631-38a017362a20,CROSS CAFFE 就享 手沖單品 義式咖啡 自家烘焙工作室,taichung,0.0,0.0,0.0,0.0,0.0,0.0,,407台中市西屯區大墩十八街181號,24.15766770,120.64798890,no,maybe,yes,,
463,2093f778-6068-4383-8638-8b414f56d231,踩踩水cafe,taipei,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/letssteponwater/,100台北市中正區金門街25-2號,25.02109390,121.52291820,no,yes,yes,"古亭捷運站2號出口,台電大樓捷運站4號出口",
464,20dae26f-3af1-4b2e-98ed-d6476a3c9426,手樂咖啡,taichung,5.0,5.0,3.0,3.0,3.0,4.0,https://www.facebook.com/s.lcafeonly/,台中市西屯區福林路80號,24.18611280,120.61459410,no,maybe,yes,,08:30–22:30
465,20e0e553-4ac5-45bf-99fd-14ca6b2a5bc5,寒咖啡_65號文創空間,taoyuan,5.0,5.0,5.0,5.0,5.0,5.0,,桃園市中壢區莒光路65號,24.95220080,121.23740290,no,yes,no,,
466,20e600d8-cd23-4f31-ad3a-ee44d7d63d03,Cafeholic coffee & bar,taoyuan,5.0,4.5,5.0,5.0,5.0,5.0,https://www.facebook.com/Cafeholic.coffee.bar/,桃園市中壢區龍昌路26號號 1 樓,24.94131500,121.25003150,no,maybe,yes,, 週二公休
467,20e6171b-6454-446e-b3aa-b3db89e73a29,台灣惠蓀咖啡,taichung,5.0,5.0,4.0,4.5,4.5,4.5,https://www.facebook.com/huisuncoffee,403台中市西區昇平街60號,0.00000000,0.00000000,no,yes,no,,週一-五08:00~19:30        週六日09:00~20:30 
468,20e7616f-1282-4b27-ae1d-3bc7a03ff893,Alpha Coffee & Tea,taoyuan,4.0,5.0,4.0,4.0,3.0,4.0,https://www.facebook.com/alphacoffeeandtea/,桃園市平鎮區工業五路8號,24.90229390,121.19816400,no,maybe,yes,,
469,20ffb53f-8fdd-46c9-8a84-b7c2a58107fd, 德佈Debut Cafe 台北店,taipei,4.0,4.0,4.0,5.0,4.0,4.0,https://www.facebook.com/DebutTaipei/?ref=ts&fref=ts,台北市中山區新生北路一段15號,25.04640660,121.53223360,no,maybe,,,Hours 13:00 - 22:00
470,211b0ead-9e05-4b6e-8a84-1a134cc63ccc,杜宅咖啡,taoyuan,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/dou.zhai.homemade.roasted.cafe/,台中市南區五權南路468號,0.00000000,0.00000000,no,yes,,,
471,2134fa7b-b73d-4dea-82c9-ab6e2fa2f244,廚嚐咖啡,taipei,4.0,5.0,4.0,4.5,4.0,4.0,https://www.facebook.com/pages/category/Breakfast---Brunch-Restaurant/%E5%BB%9A%E5%9A%90%E5%92%96%E5%95%A1-2215591475367386/,105台北市松山區寧安街8號,25.05073690,121.55352150,maybe,no,yes,台北小巨蛋站,
472,21469c03-bcfb-45f4-9298-04f2742f7c62,角藍色 Cafe,taipei,5.0,5.0,5.0,5.0,4.0,4.0,https://www.facebook.com/tcbhband/,台北市士林區天母東路8巷93號,25.11439960,121.53034030,no,maybe,no,,
473,2159850b-d8de-4cdf-8d16-4467dcd65ecf,O.L.O Café,taipei,5.0,5.0,4.0,4.0,4.0,4.0,https://www.facebook.com/olocafe0620/,台北市松山區南京東路五段97號,25.05168040,121.56036090,,,,,
474,21607582-17e9-4545-a2f0-b6de3c14244a,After Rain coffee & dessert,taipei,5.0,4.0,3.5,4.5,3.0,5.0,https://www.facebook.com/AfterRainCoffeeDessert/,台北市松山區民權東路三段160巷19弄16號,25.05998200,121.54800590,no,yes,yes,中山國中,13:30~00:00（週一14:00開店）
475,2187d0a4-13d5-4ae2-a7f4-9e40008cf0d5,勾癮咖啡GOEE COFFEE ,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,台北市大安區和平東路二段293號,25.02493570,121.54475230,,,,,
476,218e1e17-568c-4d7a-be10-02eec3044c52,核桃栗栗珈琲屋,kaohsiung,5.0,5.0,4.0,5.0,5.0,5.0,https://facebook.com/kurumicafe,81359高雄市左營區辛亥路43號,22.66185480,120.30932760,no,maybe,yes,,日語教學時段店面有開未營業
477,21909412-d2ef-478f-add3-ab093518fd4e, Pâtisserie ALEX 法式甜點,taipei,4.0,4.0,3.0,3.0,2.0,4.0,http://www.patisseriealex.com/NewSite/index.php#about,台北市信義區忠孝東路四段553巷18號,25.04299900,121.56289200,,,,,
478,219e580e-0699-40a9-beda-c7f6492bf195,孵咖啡-孵珈琲洋館,taipei,0.0,5.0,4.0,5.0,3.0,5.0,,台北市大同區歸綏街218-1號,25.05816500,121.51038600,,no,no,,
479,21a3c602-e48d-42c0-bb8a-d3091c1aa778,HAUS COFFEE,kaohsiung,5.0,5.0,4.0,5.0,4.0,5.0,,高雄市左營區新正路28巷1號,22.66897400,120.29936250,no,maybe,no,,
480,21e000f6-cfa0-4a0d-98f1-458185114051,避世所,taipei,4.5,4.0,3.0,4.0,3.0,4.0,https://www.facebook.com/bistroO/,台北市大安區師大路49巷3號2樓,25.02430120,121.52881700,no,no,no,台電大樓,
481,21f43255-7d37-4925-8c35-4c7e983cef7f,旅心咖啡,taipei,5.0,5.0,4.0,5.0,5.0,4.0,https://route-cafe-cafe.business.site/,台北市民生西路421號 (423巷裡),25.05693300,121.50888400,maybe,yes,yes,北門站,周間非固定營業
482,21f6efd2-9b1c-4bb0-800c-6a55a337f8a9,11號精品咖啡,taipei,5.0,5.0,5.0,5.0,3.0,5.0,https://www.facebook.com/11號精品咖啡-1968225620071250/?fref=ts,台北市萬華區興義街11號,25.02726640,121.49250160,maybe,yes,no,,有事情要公休會另外PO在粉絲團
483,21ff5f29-f711-4ba9-9029-2b8f3f99d22b,Shawn,taipei,5.0,5.0,3.0,5.0,5.0,5.0,https://www.facebook.com/Shawn-Coffee-312495639400386/?ref=page_internal&locale=zh_TW,105台北市松山區新中街8巷16號,25.05904560,121.56128910,no,yes,yes,,
484,2203eb61-16bd-4a71-a96b-8cd713372ae1,點星咖啡 café l'étoile,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,106台北市大安區忠孝東路三段248巷13弄12號1樓,25.04059450,121.54210660,,no,no,,
485,2204cb4c-dc3c-4aed-bdff-bb931bbd2935,愛啡客EEFFOC現烘咖啡,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,103台北市大同區重慶北路一段83巷16號,25.05270400,121.51470100,,,,,
486,22288c61-4cc3-4d79-b64d-466a48d92e8d,Piccolo Coffee,hsinchu,5.0,4.0,5.0,5.0,5.0,5.0,https://www.facebook.com/Piccolo-Coffee-151877254822450/?fref=ts,新竹市東區建中路101號,24.80321890,120.99609480,yes,maybe,no,,9:00~21:30 六日公休
487,222efbec-61ae-492c-b3f9-31175b43b68b,Coffee Window 咖啡文朵 精品咖啡 / 新鮮烘焙,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,100台北市中正區林森北路3號1樓,25.04527780,121.52361350,,,,,
488,22507ff7-7175-4d54-8465-46ef15d73865,山上聊,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,台北市北投區竹子湖路3-17號,25.16079900,121.54317200,,,,,
